Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaEstadia,Ciudad,Atraccion,TituloReview
Increíble,Mi experiencia fue increíble con Charlie. Hermosa vista. Definitivamente vendrá de nuevo. Debe experimentar una vez en la vida. Love México Cancún.,desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,Increíble. Mi experiencia fue increíble con Charlie. Hermosa vista. Definitivamente vendrá de nuevo. Debe experimentar una vez en la vida. Love México Cancún.
Increíble,"Fernando fue muy divertido y guapo y el tour está increíble, vine con mi pareja y los dos nos divertíamos mucho. Recomendando",desconocido,5,"Cancún, México",2025-07-01,Cancun,Puerto Maya Cancun,"Increíble. Fernando fue muy divertido y guapo y el tour está increíble, vine con mi pareja y los dos nos divertíamos mucho. Recomendando."
"Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero","Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero. Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero."
Buen paseo!! Recomendable,Muy bien Roberto! Lo importante es que se ve que manejan muy bien todo y te sientes seguro(a) todo excelente!! Si vuelvo!,desconocido,5,"Nuevo Leon, México",2025-07-01,Cancun,Puerto Maya Cancun,Buen paseo!! Recomendable. Muy bien Roberto! Lo importante es que se ve que manejan muy bien todo y te sientes seguro(a) todo excelente!! Si vuelvo!.
Increíble panorama y experiencia,"Excelente y novedoso tour , lo hicimos con Fernando y excelente guía también muy recomendable a mis niñas les encantó en familia una súper experiencia",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Increíble panorama y experiencia. Excelente y novedoso tour , lo hicimos con Fernando y excelente guía también muy recomendable a mis niñas les encantó en familia una súper experiencia."
Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !. Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !.
Excelente actividad para todos,"Excelente trabajo, se disfrutó mucho, siempre guiado, se sintió seguro y los capitanes muy atentos y amabkes. Vistas muy bonitas  y divertido para todos.",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Excelente actividad para todos. Excelente trabajo, se disfrutó mucho, siempre guiado, se sintió seguro y los capitanes muy atentos y amabkes. Vistas muy bonitas  y divertido para todos."
Excelente,"Estuvimos aquí con mi familia y definitivamente puedo decir que es un lugar increíble, desde el recibimiento, la comida, el ambiente. Nicole hizo de nuestra velada una noche increíble, su atención fue muy buena, esperamos volver !",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Excelente. Estuvimos aquí con mi familia y definitivamente puedo decir que es un lugar increíble, desde el recibimiento, la comida, el ambiente. Nicole hizo de nuestra velada una noche increíble, su atención fue muy buena, esperamos volver !."
Jetskis,"Un paseo muy divertido, va a la velocidad deseada, muy cansador y con posibilidad de caerse, pero lo recomendaría a todas las edades mayores de 12 años, ya que solo aquellos que tienen 18 años o más pueden conducir el Jetski y a mi hermano le costó mucho sujetarse.",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Jetskis. Un paseo muy divertido, va a la velocidad deseada, muy cansador y con posibilidad de caerse, pero lo recomendaría a todas las edades mayores de 12 años, ya que solo aquellos que tienen 18 años o más pueden conducir el Jetski y a mi hermano le costó mucho sujetarse."
Dulce comentario,Muy buena atención y excelente atracción recomendada nos tocó un guía muy buena onda Llamado Romel nos ayudó mucho en las instrucciones para tener un buen tour 👌🏻,desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,Dulce comentario. Muy buena atención y excelente atracción recomendada nos tocó un guía muy buena onda Llamado Romel nos ayudó mucho en las instrucciones para tener un buen tour 👌🏻.
Emocionante y bonito la vez,"Excelente experiencia, muy bien organizado, la lancha funcionó muy bien.Fernando fue un gran guía durante el recorrido",desconocido,5,"Santa Marta, Colombia",2025-07-01,Cancun,Puerto Maya Cancun,"Emocionante y bonito la vez. Excelente experiencia, muy bien organizado, la lancha funcionó muy bien.Fernando fue un gran guía durante el recorrido."
Increíble,"Muy buena atención, establecen bien las reglas y están al pendiente de todos. Increíble servicio, por supuesto que volvería a realizar esta actividad",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Increíble. Muy buena atención, establecen bien las reglas y están al pendiente de todos. Increíble servicio, por supuesto que volvería a realizar esta actividad."
Amazing tour,"The service of the captain fox was amazing 🤩 I will definitely do it again         Gracias Al capitán Fox pude realizar mi actividad,mucho apoyo y profesionalismo",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Amazing tour. The service of the captain fox was amazing 🤩 I will definitely do it again         Gracias Al capitán Fox pude realizar mi actividad,mucho apoyo y profesionalismo."
Captain Fox 10/10,"Excellent service with captain fox, it was super fun. Excelente servicio con el capitan fox fue muy divertido sin duda una experiencia que lo volveria a repetir",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Captain Fox 10/10. Excellent service with captain fox, it was super fun. Excelente servicio con el capitan fox fue muy divertido sin duda una experiencia que lo volveria a repetir."
Excelente,"Perfecto muy padre todo, el capitán Fox muy atento y amable en todo momento, gran persona y profesional en su trabajo, ayudó a mi novia todo el tiempo",desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,"Excelente. Perfecto muy padre todo, el capitán Fox muy atento y amable en todo momento, gran persona y profesional en su trabajo, ayudó a mi novia todo el tiempo."
Jet sky,"Me la pasé increíble, el chico bryan tiene mucho talento y muy atento y amable, todo es muy seguro y la experiencia y vistas inigualables",desconocido,5,anonimo,2025-07-01,Cancun,Puerto Maya Cancun,"Jet sky. Me la pasé increíble, el chico bryan tiene mucho talento y muy atento y amable, todo es muy seguro y la experiencia y vistas inigualables."
Buena experiencia,"La experiencia estuvo buenísima, Fernando es un excelente capitán lo recomiendo, explica muy bien en inglés y español",desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,"Buena experiencia. La experiencia estuvo buenísima, Fernando es un excelente capitán lo recomiendo, explica muy bien en inglés y español."
El viaje mas divertido,"Buena experiencia, mi guía fue Cristian viajé con mi familia a este tour por Cancún y fui a varios más pero para mí este fue el mejor cuando íbamos buceando viendo el mar por accidente me raspé con un coral y Christian me rescató, me ayudo y me desinfecto la herida. Mientras los demas buceaban los ultimos 5 minutos el me ayudo con la herida y se puso a platicar conmigo y mis hijas. Sin dudas, no seria la misma experiencia sin estos guias tan serviciales, amables y divertidos. Los personajes mayas en especial Juan o Jesus, no recuerdo cómo se llamaba.",desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,"El viaje mas divertido. Buena experiencia, mi guía fue Cristian viajé con mi familia a este tour por Cancún y fui a varios más pero para mí este fue el mejor cuando íbamos buceando viendo el mar por accidente me raspé con un coral y Christian me rescató, me ayudo y me desinfecto la herida. Mientras los demas buceaban los ultimos 5 minutos el me ayudo con la herida y se puso a platicar conmigo y mis hijas. Sin dudas, no seria la misma experiencia sin estos guias tan serviciales, amables y divertidos. Los personajes mayas en especial Juan o Jesus, no recuerdo cómo se llamaba."
El mejor viaje,"El viaje fue muy divertido y emocionante. La mejor parte fue cuando nos subimos a las lanchas, nuestro guía fue Cristian de Cancún Quintana Roo. Nos guió y cuando buseamos el noto que me daban miedo los peces y me ayudó a nadar, después de que nos diera el tour yo y mi familia nos pusimos a platicar con el. El viaje fue muy divertido y nuestro guía fue muy amable y divertido. Fui a 5 tours por Cancún y sinceramente este fue el mejor.",desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,"El mejor viaje. El viaje fue muy divertido y emocionante. La mejor parte fue cuando nos subimos a las lanchas, nuestro guía fue Cristian de Cancún Quintana Roo. Nos guió y cuando buseamos el noto que me daban miedo los peces y me ayudó a nadar, después de que nos diera el tour yo y mi familia nos pusimos a platicar con el. El viaje fue muy divertido y nuestro guía fue muy amable y divertido. Fui a 5 tours por Cancún y sinceramente este fue el mejor."
Divertido,"Muy buen servicio de capitán Fox y todo el staff del lugar, fue una experiencia muy divertida y satisfactoria, vengaaan 10/10",desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,"Divertido. Muy buen servicio de capitán Fox y todo el staff del lugar, fue una experiencia muy divertida y satisfactoria, vengaaan 10/10."
Muy buena experiencia,"Excelente tour, muy completo y el guía Fox se portó excelente, muy buena atención, gracias, recomendados ampliamante,",desconocido,5,"Hermosillo, México",2025-06-01,Cancun,Puerto Maya Cancun,"Muy buena experiencia. Excelente tour, muy completo y el guía Fox se portó excelente, muy buena atención, gracias, recomendados ampliamante,."
"Increibleeeeee , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedi","Increibleeeeee capitan Fox  , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedicados con todos nosotros, gracias gracias gracias regresaremos desde las vegas nevada !!!!",desconocido,5,"Montevideo, Uruguay",2025-06-01,Cancun,Puerto Maya Cancun,"Increibleeeeee , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedi. Increibleeeeee capitan Fox  , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedicados con todos nosotros, gracias gracias gracias regresaremos desde las vegas nevada !!!!."
10/10,Fernando fue un guia muy bueno y atendiente. Lo haria mil veces mas si pudiera. Fue muy divertido y familiar. Era bastante tiempo para hacerlo todo.,desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,10/10. Fernando fue un guia muy bueno y atendiente. Lo haria mil veces mas si pudiera. Fue muy divertido y familiar. Era bastante tiempo para hacerlo todo.
Paseo en manglar tranquilo y relajante,Hicimos el tour de manglares con Fabio y fue el mejor! Un paseo relajante muy agradable a través de los manglares. Fabio nos condujo por un laberinto de manglares y nos señaló dónde suele ver iguanas y cocodrilos. ¡También vimos un montón de peces!,desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,Paseo en manglar tranquilo y relajante. Hicimos el tour de manglares con Fabio y fue el mejor! Un paseo relajante muy agradable a través de los manglares. Fabio nos condujo por un laberinto de manglares y nos señaló dónde suele ver iguanas y cocodrilos. ¡También vimos un montón de peces!.
"Great service, amazing experience","El capitán Fox es un excelente guía, fue muy paciente con muchos de los turistas que se estaban quedando un poco atrás, y ayudó a mi mujer cuando estaba sintiendo un poco de ansiedad al bajar el speed boat y hacer snorkel",desconocido,5,anonimo,2025-06-01,Cancun,Puerto Maya Cancun,"Great service, amazing experience. El capitán Fox es un excelente guía, fue muy paciente con muchos de los turistas que se estaban quedando un poco atrás, y ayudó a mi mujer cuando estaba sintiendo un poco de ansiedad al bajar el speed boat y hacer snorkel."
"Don`t expect a perfect beach , but it`s a good start","Don`t expect a perfect beach , but it`s a good start , safe enough , clean enough, indeed crowdy during weekends, but , it`s for everybody ,and free. Watch the rocks in the water.",desconocido,5,"Montreal, Canada",2025-03-01,Cancun,Playa Tortugas,"Don`t expect a perfect beach , but it`s a good start. Don`t expect a perfect beach , but it`s a good start , safe enough , clean enough, indeed crowdy during weekends, but , it`s for everybody ,and free. Watch the rocks in the water."
Lindo día de playa,Hoy decidimos venir caminando hasta esta linda playa para ser especial solo debería tener algo de sombra o algunas tumbonas que se pudieran alguilar a los turistas por lo demás súper especial,desconocido,4,"Miami, FL",2025-04-01,Cancun,Playa Tortugas,Lindo día de playa. Hoy decidimos venir caminando hasta esta linda playa para ser especial solo debería tener algo de sombra o algunas tumbonas que se pudieran alguilar a los turistas por lo demás súper especial.
Tour,"Hermoso el tour y el guía super amable, César Och, super cálido y muy claro al explicar, nos acompañó en cada actividad con mucho profesionalismo",desconocido,5,anonimo,2025-03-01,Cancun,Playa Tortugas,"Tour. Hermoso el tour y el guía super amable, César Och, super cálido y muy claro al explicar, nos acompañó en cada actividad con mucho profesionalismo."
Déception,"La playa en si es muy linda el GRAN PROBLEMA es la gente que va a comer y bebe alcohol, con musica super fuerte.. Dejan toda pero toda la suciedad en las playas hace 11 años que vengo a cancun y en estos ultimos tres el deterioro es visible... Mucha mucha pero mucha basura.. Es una gran pena que ni la gente, ni las autoridades hagan algo.. Y quiero aclarar no son turistas son LOCALES.. Los que mas ensucian..Como no valorizan la belleza que tienen",desconocido,4,"Saint-Léonard-d'Aston, Canadá",2025-01-01,Cancun,Playa Tortugas,"Déception. La playa en si es muy linda el GRAN PROBLEMA es la gente que va a comer y bebe alcohol, con musica super fuerte.. Dejan toda pero toda la suciedad en las playas hace 11 años que vengo a cancun y en estos ultimos tres el deterioro es visible... Mucha mucha pero mucha basura.. Es una gran pena que ni la gente, ni las autoridades hagan algo.. Y quiero aclarar no son turistas son LOCALES.. Los que mas ensucian..Como no valorizan la belleza que tienen."
Would not want to spend time here - only came here to catch the ferry  - not impressed,"Monday 28th October and we were here to catch the ferry to Isla Mujeres. It's name translates as the Beach of the Turtles, we did not see any.Overall this crescent shaped beach, with it's white sand, is enclosed by rugged rock formations at one end and a wooden jetty at the other. The beach is washed by the waters of the Caribbean Sea. The ferry pier has split the beach into two sections.The beach on the right hand side of the pier, when facing out to sea, is the smaller of the two. To the rear of this beach there are a number of bars with seating and tables on the sand. There were a handful of sunbeds and umbrellas as well. This section of the beach is enclosed by the ferry pier at one end and rocky headland at the other. At the time of our visit this side of the beach was rather ugly looking with lots of seaweed piled up along the waterfront.The left hand side of the beach was the larger and cleaner side. It sits between the ferry pier and the wooden jetty at the far end. Nearby the pier there was a bar with seating and tables.There was a tent/gazebo along the beach which appeared to be some sort of emergency treatment centre (centro de atencion inmediata). When we were here people were using it as a sunshade.Towards the jetty there was a restaurant/bar with sunbeds and umbrellas along the beach.The beach is accessible by public transport or by walking from the nearby hotels.",desconocido,2,"Devon, UK",2024-10-01,Cancun,Playa Tortugas,"Would not want to spend time here - only came here to catch the ferry  - not impressed. Monday 28th October and we were here to catch the ferry to Isla Mujeres. It's name translates as the Beach of the Turtles, we did not see any.Overall this crescent shaped beach, with it's white sand, is enclosed by rugged rock formations at one end and a wooden jetty at the other. The beach is washed by the waters of the Caribbean Sea. The ferry pier has split the beach into two sections.The beach on the right hand side of the pier, when facing out to sea, is the smaller of the two. To the rear of this beach there are a number of bars with seating and tables on the sand. There were a handful of sunbeds and umbrellas as well. This section of the beach is enclosed by the ferry pier at one end and rocky headland at the other. At the time of our visit this side of the beach was rather ugly looking with lots of seaweed piled up along the waterfront.The left hand side of the beach was the larger and cleaner side. It sits between the ferry pier and the wooden jetty at the far end. Nearby the pier there was a bar with seating and tables.There was a tent/gazebo along the beach which appeared to be some sort of emergency treatment centre (centro de atencion inmediata). When we were here people were using it as a sunshade.Towards the jetty there was a restaurant/bar with sunbeds and umbrellas along the beach.The beach is accessible by public transport or by walking from the nearby hotels."
Precioso lugar pero muy caro,"PLAYA PRECIOSA, muchos tours, baños, etc.Precios carismas, es lo único maloHay muchos hoteles en las orillasPlaya tranquila, donde se puede bañar o estar en la playa observando el mar",desconocido,4,El Salvador,2024-12-01,Cancun,Playa Tortugas,"Precioso lugar pero muy caro. PLAYA PRECIOSA, muchos tours, baños, etc.Precios carismas, es lo único maloHay muchos hoteles en las orillasPlaya tranquila, donde se puede bañar o estar en la playa observando el mar."
Cancún beach visit,"We had a really good time at this beach, the water was beautiful and the waves were calm. We brought our own food and drinks but unfortunately as the beach is small there’s no where to sit other than in the waves! They have loungers/tables to rent but for $35 until 4pm. This is the same as the much larger beaches in Cancun but these are much larger so there’s more room to find a spot in the sand",desconocido,3,anonimo,2024-11-01,Cancun,Playa Tortugas,"Cancún beach visit. We had a really good time at this beach, the water was beautiful and the waves were calm. We brought our own food and drinks but unfortunately as the beach is small there’s no where to sit other than in the waves! They have loungers/tables to rent but for $35 until 4pm. This is the same as the much larger beaches in Cancun but these are much larger so there’s more room to find a spot in the sand."
Small underwhelming beach,"Small beach right on the port. Boats coming in and out from the port, packs of tourists coming in and out. The actual beach is like a 2 yards long. Very underwhelming",desconocido,2,"Orlando, FL",2024-10-01,Cancun,Playa Tortugas,"Small underwhelming beach. Small beach right on the port. Boats coming in and out from the port, packs of tourists coming in and out. The actual beach is like a 2 yards long. Very underwhelming."
Pretty smaller beach,Very pretty beach. It’s small but clean and has cafes and bathrooms there.  There are chairs available with umbrellas for an extra cost.,desconocido,4,anonimo,2024-08-01,Cancun,Playa Tortugas,Pretty smaller beach. Very pretty beach. It’s small but clean and has cafes and bathrooms there.  There are chairs available with umbrellas for an extra cost.
Excellent!,One of the best playas. We have really enjoyed it alot! Its very easy to find and there alot of activities to do with the families including the beach.,desconocido,5,anonimo,2024-08-01,Cancun,Playa Tortugas,Excellent!. One of the best playas. We have really enjoyed it alot! Its very easy to find and there alot of activities to do with the families including the beach.
"Playa llena de gente, muy sucia","Esta playa era muy sucia, basura por todas partes en la arena y el agua. Los asientos disponibles estaban en mal estado, no recomendaría.",desconocido,1,anonimo,2024-07-01,Cancun,Playa Tortugas,"Playa llena de gente, muy sucia. Esta playa era muy sucia, basura por todas partes en la arena y el agua. Los asientos disponibles estaban en mal estado, no recomendaría."
Mariscos en primera línea de playa Cancún,Los mejores y más valiosos mariscos de Cancún. Debes probar el pargo y el cóctel de camarones. Gran servicio y gran vista... preguntar por Santos o Lisandro,desconocido,5,"Orlando, FL",2024-06-01,Cancun,Playa Tortugas,Mariscos en primera línea de playa Cancún. Los mejores y más valiosos mariscos de Cancún. Debes probar el pargo y el cóctel de camarones. Gran servicio y gran vista... preguntar por Santos o Lisandro.
Bonita playa,"Playa de aguas cristalinas con toda clase de servicios, desde hamacas y sombrillas a restauración. Arena blanca y limpua. Acceso público. ",desconocido,5,"Asturias, España",2024-04-01,Cancun,Playa Tortugas,"Bonita playa. Playa de aguas cristalinas con toda clase de servicios, desde hamacas y sombrillas a restauración. Arena blanca y limpua. Acceso público."
"Linda playa, entorno descuidado","Otra playa de Cancún a la que se accede sin costo. Se encuentra entre hoteles y locales comerciales y donde funciona uno de los embarcaderos desde donde parten hacia las Islas Mujeres y Cozumel. Tiene un predio para estacionar gratis justo en el acceso, pero no es fácil encontrar lugar a menos que se llegue temprano. Nosotros dejamos el auto a varias calles de allí y caminamos.La playa en sí es de arena suave, poco oleaje y no había sargazo cuando fuimos, sin embargo, al entorno lo noté bastante descuidado y desprolijo, con sectores con pastos altos, por lo que solo estuvimos un rato y seguimos nuestro recorrido.Entiendo que es una playa pública y gratuita, y presumo que con mayor cuidado se embellecería, pero en este viaje he visto otras playas también públicas que me resultaron más lindas y cuidadas.",desconocido,3,"Córdoba, Argentina",2023-10-01,Cancun,Playa Tortugas,"Linda playa, entorno descuidado. Otra playa de Cancún a la que se accede sin costo. Se encuentra entre hoteles y locales comerciales y donde funciona uno de los embarcaderos desde donde parten hacia las Islas Mujeres y Cozumel. Tiene un predio para estacionar gratis justo en el acceso, pero no es fácil encontrar lugar a menos que se llegue temprano. Nosotros dejamos el auto a varias calles de allí y caminamos.La playa en sí es de arena suave, poco oleaje y no había sargazo cuando fuimos, sin embargo, al entorno lo noté bastante descuidado y desprolijo, con sectores con pastos altos, por lo que solo estuvimos un rato y seguimos nuestro recorrido.Entiendo que es una playa pública y gratuita, y presumo que con mayor cuidado se embellecería, pero en este viaje he visto otras playas también públicas que me resultaron más lindas y cuidadas."
Playa ubicada zona comercial,"Ubicada en la zona hotelera cerca de los comercios, esta playa tiene su parador, si bien es pequeña, cuenta con todo sus infraestructura que la hace especial.",desconocido,4,"Buenos Aires, Argentina",2024-03-01,Cancun,Playa Tortugas,"Playa ubicada zona comercial. Ubicada en la zona hotelera cerca de los comercios, esta playa tiene su parador, si bien es pequeña, cuenta con todo sus infraestructura que la hace especial."
Vista increíble,"Hermoso lugar con increíble agua cristalina! Playa Tortugas está ubicada en Cancún, justo al noroeste de la Zona Hotelera, y se puede acceder a ella en autobús o en auto de alquiler. También se encuentran disponibles alquiler de sombrillas y sillas.",desconocido,5,"Southampton, UK",2024-03-01,Cancun,Playa Tortugas,"Vista increíble. Hermoso lugar con increíble agua cristalina! Playa Tortugas está ubicada en Cancún, justo al noroeste de la Zona Hotelera, y se puede acceder a ella en autobús o en auto de alquiler. También se encuentran disponibles alquiler de sombrillas y sillas."
"Playa, sol, arena  y mar","Execelente ubicación, traer lo escencial para pasar un día chevere, buen ambiente, rapido acceso, lugar muy turístico para pasarlo super",desconocido,4,"Escobedo, México",2024-02-01,Cancun,Playa Tortugas,"Playa, sol, arena  y mar. Execelente ubicación, traer lo escencial para pasar un día chevere, buen ambiente, rapido acceso, lugar muy turístico para pasarlo super."
NO SINO DE VENDEDORES CON CAMISAS ROJAS. ¡¡¡Son estafadores!!!,"No compres paquetes de los chicos de camisetas rojas, especialmente de Julio. Los vendedores venden paquetes a través de una empresa que se llama Merpago tours, venden paquetes de snorkel pero no tienen equipo de snorkel, te llevan a un muelle lejos de allí y no tienen catamaranes solo botes de pescadores. Luego, los proveedores culpan a las empresas por no cumplir con las entregas, mientras que las empresas culpan al proveedor por venderle servicios que ellos no brindan.",desconocido,1,"Dallas, TX",2023-12-01,Cancun,Playa Tortugas,"NO SINO DE VENDEDORES CON CAMISAS ROJAS. ¡¡¡Son estafadores!!!. No compres paquetes de los chicos de camisetas rojas, especialmente de Julio. Los vendedores venden paquetes a través de una empresa que se llama Merpago tours, venden paquetes de snorkel pero no tienen equipo de snorkel, te llevan a un muelle lejos de allí y no tienen catamaranes solo botes de pescadores. Luego, los proveedores culpan a las empresas por no cumplir con las entregas, mientras que las empresas culpan al proveedor por venderle servicios que ellos no brindan."
Playa Tortugas Cancún ????,Hay playas mucho más mejores en Cancún. Cerca del ferry a la isla mujeres. No volvería a visitar esto.,desconocido,3,anonimo,2023-03-01,Cancun,Playa Tortugas,Playa Tortugas Cancún ????. Hay playas mucho más mejores en Cancún. Cerca del ferry a la isla mujeres. No volvería a visitar esto.
Bonita playa con restaurante justo enfrente.,"Un lugar agradable donde hay menos turistas principalmente que lugareños con familias muy buen ambiente playa tranquila a diferencia de la que está frente a todos los hoteles, el único inconveniente es que hay bastantes algas y no hay supervisión.",desconocido,4,Canadá,2023-09-01,Cancun,Playa Tortugas,"Bonita playa con restaurante justo enfrente. Un lugar agradable donde hay menos turistas principalmente que lugareños con familias muy buen ambiente playa tranquila a diferencia de la que está frente a todos los hoteles, el único inconveniente es que hay bastantes algas y no hay supervisión."
Playa sin olas,Una playa sin refugios para el sol. A menudo hay mucha basura pero el agua está limpia. La parte normal de la playa es sólo una estrecha línea entre las paredes y el mar.,desconocido,4,"Cancún, México",2023-08-01,Cancun,Playa Tortugas,Playa sin olas. Una playa sin refugios para el sol. A menudo hay mucha basura pero el agua está limpia. La parte normal de la playa es sólo una estrecha línea entre las paredes y el mar.
Bella,"La playa es muy bonita y tranquila, un poco elevado el costo de camastros (alquilar), cerca de centro comercial",desconocido,5,anonimo,2023-07-01,Cancun,Playa Tortugas,"Bella. La playa es muy bonita y tranquila, un poco elevado el costo de camastros (alquilar), cerca de centro comercial."
Debes probar este lugar,"No busques una playa como en el resort, pero es un lugar justo si consideras que es gratisLa playa está cerca de Riu Laguna, y también es el lugar desde donde puedes tomar el ferry a Isla Mujeres.",desconocido,5,"Calgary, Canadá",2023-06-01,Cancun,Playa Tortugas,"Debes probar este lugar. No busques una playa como en el resort, pero es un lugar justo si consideras que es gratisLa playa está cerca de Riu Laguna, y también es el lugar desde donde puedes tomar el ferry a Isla Mujeres."
Carteristas Al Subir a un Camion,"Todo bien bonito y super! Los del Ferry bien profesional. Hasta cuando: Cuidado con los carteristas al bajar del Ferry y subir a un camion. A mi me intentaron robar, me di cuenta y los cache. Me regresaron la billetera y se fueron. Lo raro es que nos subimos a un camion que no era el No. 1 o No. 2 camiones rojos. Era un camión fuera de serie. Cuidado!",desconocido,5,anonimo,2023-06-01,Cancun,Playa Tortugas,"Carteristas Al Subir a un Camion. Todo bien bonito y super! Los del Ferry bien profesional. Hasta cuando: Cuidado con los carteristas al bajar del Ferry y subir a un camion. A mi me intentaron robar, me di cuenta y los cache. Me regresaron la billetera y se fueron. Lo raro es que nos subimos a un camion que no era el No. 1 o No. 2 camiones rojos. Era un camión fuera de serie. Cuidado!."
Una de las playas preferidas de mi niño,"Playa con poco oleaje, para que puedan estar los niños y las personas que no saben nadar, desafortunadamente hay sargazo (da mal aspecto pero se puede tolerar, es decir, el sargazo no es demasiado y se puede nadar bien), le gusto mucho a mi hijo (tiene 5 años y apenas está aprendiendo a nadar), además de hay se puede tomar el catamarán todo incluido a isla mujeres, donde es súper aconsejable se queden varios días",desconocido,4,anonimo,2023-04-01,Cancun,Playa Tortugas,"Una de las playas preferidas de mi niño. Playa con poco oleaje, para que puedan estar los niños y las personas que no saben nadar, desafortunadamente hay sargazo (da mal aspecto pero se puede tolerar, es decir, el sargazo no es demasiado y se puede nadar bien), le gusto mucho a mi hijo (tiene 5 años y apenas está aprendiendo a nadar), además de hay se puede tomar el catamarán todo incluido a isla mujeres, donde es súper aconsejable se queden varios días."
Playa Hermosa,Es una playa hermosa.Tiene acceso a restaurante y bar y tambien embarcadero para varias islas cercanas. Hay disponibilidad de sillas gratis.,desconocido,5,anonimo,2022-12-01,Cancun,Playa Tortugas,Playa Hermosa. Es una playa hermosa.Tiene acceso a restaurante y bar y tambien embarcadero para varias islas cercanas. Hay disponibilidad de sillas gratis.
"zona hotelera cancun, playa mar tranquilo","hermosa playa de mar tranquilo, cristalino, con entrada pública desde el Bv. hay un oxxo para comprar viveres, es una playa publica, se comparte con todo el mundo, arena limpia y blanca, hay algunas rocas, se disfruta mucho, al costado salen los ferrys para Isla Mujeres, pero no molestan la tranquilidad de la playa.  Se entra por un pasaje público entre los hoteles de la zona. Hay un restaurante en la misma playa, no hay sillas ni sombrillas para alquiler.",desconocido,5,"Montevideo, Uruguay",2023-02-01,Cancun,Playa Tortugas,"zona hotelera cancun, playa mar tranquilo. hermosa playa de mar tranquilo, cristalino, con entrada pública desde el Bv. hay un oxxo para comprar viveres, es una playa publica, se comparte con todo el mundo, arena limpia y blanca, hay algunas rocas, se disfruta mucho, al costado salen los ferrys para Isla Mujeres, pero no molestan la tranquilidad de la playa.  Se entra por un pasaje público entre los hoteles de la zona. Hay un restaurante en la misma playa, no hay sillas ni sombrillas para alquiler."
está bien,"Playa pública típicamente concurrida. Un montón de algas. Hay bares y restaurantes cerca, pero los hoteles a lo largo de la playa son caros y ruidosos. No es un lugar para quedarse. Cancún tiene una gran cantidad de mejores playas.",desconocido,3,"Greater London, UK",2022-12-01,Cancun,Playa Tortugas,"está bien. Playa pública típicamente concurrida. Un montón de algas. Hay bares y restaurantes cerca, pero los hoteles a lo largo de la playa son caros y ruidosos. No es un lugar para quedarse. Cancún tiene una gran cantidad de mejores playas."
