Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Nada como pasar un buen rato con un gran servicio.,¡El recorrido la comida la música lo mejor! ! Seguro y no caro. Compras en el lugar con muchos puestos para elegir.,Familia,5,anonimo,2023-08-05,2022-09-01,Cdmx,Jardines Flotantes De Xochimilco,Nada como pasar un buen rato con un gran servicio. ¡El recorrido la comida la música lo mejor! ! Seguro y no caro. Compras en el lugar con muchos puestos para elegir.,Positivo,Positivo
Interesante,"Recorrí los canales en una trajinera (Barca local), fue una visita interesante. Un área verde en las afueras de Ciudad de México. Observé una buena cantidad de aves, y visité el ajolotario (Donde crían diversos animales locales). Recomiendo la visita temprano, para evitar el calor. Y ver el mayor número posible de aves, como las garzas, que pescan desde temprano.",Solitario,5,"Las Palmas de Gran Canaria, España",2023-07-28,2022-08-01,Cdmx,Jardines Flotantes De Xochimilco,"Interesante Recorrí los canales en una trajinera (Barca local), fue una visita interesante. Un área verde en las afueras de Ciudad de México. Observé una buena cantidad de aves, y visité el ajolotario (Donde crían diversos animales locales). Recomiendo la visita temprano, para evitar el calor. Y ver el mayor número posible de aves, como las garzas, que pescan desde temprano.",Positivo,Positivo
Buena manera de disfrutar una tarde,"Encantadora manera de pasar una tarde. Lleva a un grupo de amigos y disfruta de la experiencia. Es algo turístico, pero divertido y no demasiado caro.",Amigos,5,"Dallas, TX",2023-07-13,2023-07-01,Cdmx,Jardines Flotantes De Xochimilco,"Buena manera de disfrutar una tarde Encantadora manera de pasar una tarde. Lleva a un grupo de amigos y disfruta de la experiencia. Es algo turístico, pero divertido y no demasiado caro.",Positivo,Positivo
Nos encantó,"Si lo haces bien, es una experiencia realmente única y divertida en la CDMX. Mi familia estaba tan contenta de haberlo hecho. Primero, reserva un tour en grupo con un guía. Reservamos a través de Airbnb y teníamos 8 personas y un guía de habla inglesa que nos contó la historia del área, los canales, el ajolote que es nativo del área. También tuvimos buena música, bocadillos y conversación. Las personas que acababan de reservar su propio barco no parecían divertirse tanto. Yo diría que no se lo puede perder cuando visite la ciudad.",Familia,5,"Omaha, NE",2023-07-03,2023-07-01,Cdmx,Jardines Flotantes De Xochimilco,"Nos encantó Si lo haces bien, es una experiencia realmente única y divertida en la CDMX. Mi familia estaba tan contenta de haberlo hecho. Primero, reserva un tour en grupo con un guía. Reservamos a través de Airbnb y teníamos 8 personas y un guía de habla inglesa que nos contó la historia del área, los canales, el ajolote que es nativo del área. También tuvimos buena música, bocadillos y conversación. Las personas que acababan de reservar su propio barco no parecían divertirse tanto. Yo diría que no se lo puede perder cuando visite la ciudad.",Positivo,Positivo
gran experiencia,"Si quieres pasar un buen rato y relajarte bebiendo cerveza y escuchando la música de Marrakesh y todo esto en un barco que te lleva río arriba y río abajo, entonces sí, definitivamente debes tomarlo.",Amigos,5,Curious10017056610,2023-06-04,2023-06-01,Cdmx,Jardines Flotantes De Xochimilco,"gran experiencia Si quieres pasar un buen rato y relajarte bebiendo cerveza y escuchando la música de Marrakesh y todo esto en un barco que te lleva río arriba y río abajo, entonces sí, definitivamente debes tomarlo.",Positivo,Positivo
no muy impresionado,"Está bien para los jóvenes, solo una trampa para turistas sin mucho que ofrecer. Caro para lo que era. Viaje por un canal cerrado con todos tratando de vender basura. No es una cosa de la lista de deseos",desconocido,1,"Sídney, Australia",2023-05-05,2023-05-01,Cdmx,Jardines Flotantes De Xochimilco,"no muy impresionado Está bien para los jóvenes, solo una trampa para turistas sin mucho que ofrecer. Caro para lo que era. Viaje por un canal cerrado con todos tratando de vender basura. No es una cosa de la lista de deseos",Negativo,Neutro
Ir con guía y entre semana,"Disfrutamos nuestro viaje a los canales, había leído las reseñas y estaba un poco preocupado por ir, pero lo disfrutamos. Teníamos un guía turístico que había arreglado previamente el bote para nosotros, así que no había presión: el ambiente era divertido y relajante con muchas familias y amigos mexicanos disfrutando del agua. Disfrutamos escuchando a todas las bandas de mariachis, tomamos algunas cervezas y comimos maíz de los vendedores que pasaban flotando, y miramos algunas piezas de joyería del vendedor que vino en el bote pero finalmente no compró nada. relájate al respecto. Mi consejo es: ve con un guía y luego relájate una vez allí. Es una experiencia única que es imposible de encontrar en cualquier otro lugar del mundo.",Familia,5,"San Diego, CA",2023-04-07,2023-04-01,Cdmx,Jardines Flotantes De Xochimilco,"Ir con guía y entre semana Disfrutamos nuestro viaje a los canales, había leído las reseñas y estaba un poco preocupado por ir, pero lo disfrutamos. Teníamos un guía turístico que había arreglado previamente el bote para nosotros, así que no había presión: el ambiente era divertido y relajante con muchas familias y amigos mexicanos disfrutando del agua. Disfrutamos escuchando a todas las bandas de mariachis, tomamos algunas cervezas y comimos maíz de los vendedores que pasaban flotando, y miramos algunas piezas de joyería del vendedor que vino en el bote pero finalmente no compró nada. relájate al respecto. Mi consejo es: ve con un guía y luego relájate una vez allí. Es una experiencia única que es imposible de encontrar en cualquier otro lugar del mundo.",Positivo,Positivo
Experiencia molesta… eso es ser cortés,"El bueno… . el clima era agradable, los barcos son de colores brillantes, y muchos de ellos... bonitos a la vistaEl malo… . casi todo lo demás… 1 . 5 horas de viaje en Uber desde el área central del hotel... no es la Venus de México, como se describe, son básicamente canales en medio de una ciudad muy normal... El lugar es una pesadilla para los turistas, a menos que disfrutes que te molesten constantemente para que te saquen de cada peso de tu billetera... oye, es México, esperas algo de eso, pero al menos algo agradable para acompañarlo... Pagas por hora 600 pesos, el bote toma la misma ruta de regreso, por lo que es realmente media hora de paisaje. No hay absolutamente nada que ver, excepto negocios comerciales de cultivo de flores y otras personas que intentan vender cosas desde sus hogares... Son numerosos mariachis flotantes, preguntando constantemente si quieres escuchar a La Bamba cada cinco minutos… vendedores flotantes de comida, cada dos minutos. . la gente realmente sube a tu bote tratando de venderte joyas de mierda, haciendo virtualmente imposible disfrutar el día... Y, sorprendentemente, nada en el camino de las flores silvestres, o cualquier otra naturaleza que valga la pena mirar. Después de la primera media hora, el Capitán le pregunta si quiere gastar otros 600 pesos por otra hora, que sería ir un poco más lejos, ya que toma la misma ruta de regreso, ¿obtiene otra media hora de la misma experiencia? No gracias. Me di cuenta de algunos barcos llenos de gente festejando... probablemente tours alimentados con alcohol, ya que constantemente te preguntaban si querías cerveza y tequila en tu barco... ¿cuántas veces puedo decir que no, Gracias...? así que tal vez si estás buscando amigos borrachos con los que pasar el día flotando, esto podría ser para ti... de lo contrario, no pierdas tu tiempo ni tu dinero.",Pareja,1,"Sylvan Lake, Canadá",2023-04-02,2023-03-01,Cdmx,Jardines Flotantes De Xochimilco,"Experiencia molesta… eso es ser cortés El bueno… . el clima era agradable, los barcos son de colores brillantes, y muchos de ellos... bonitos a la vistaEl malo… . casi todo lo demás… 1 . 5 horas de viaje en Uber desde el área central del hotel... no es la Venus de México, como se describe, son básicamente canales en medio de una ciudad muy normal... El lugar es una pesadilla para los turistas, a menos que disfrutes que te molesten constantemente para que te saquen de cada peso de tu billetera... oye, es México, esperas algo de eso, pero al menos algo agradable para acompañarlo... Pagas por hora 600 pesos, el bote toma la misma ruta de regreso, por lo que es realmente media hora de paisaje. No hay absolutamente nada que ver, excepto negocios comerciales de cultivo de flores y otras personas que intentan vender cosas desde sus hogares... Son numerosos mariachis flotantes, preguntando constantemente si quieres escuchar a La Bamba cada cinco minutos… vendedores flotantes de comida, cada dos minutos. . la gente realmente sube a tu bote tratando de venderte joyas de mierda, haciendo virtualmente imposible disfrutar el día... Y, sorprendentemente, nada en el camino de las flores silvestres, o cualquier otra naturaleza que valga la pena mirar. Después de la primera media hora, el Capitán le pregunta si quiere gastar otros 600 pesos por otra hora, que sería ir un poco más lejos, ya que toma la misma ruta de regreso, ¿obtiene otra media hora de la misma experiencia? No gracias. Me di cuenta de algunos barcos llenos de gente festejando... probablemente tours alimentados con alcohol, ya que constantemente te preguntaban si querías cerveza y tequila en tu barco... ¿cuántas veces puedo decir que no, Gracias...? así que tal vez si estás buscando amigos borrachos con los que pasar el día flotando, esto podría ser para ti... de lo contrario, no pierdas tu tiempo ni tu dinero.",Negativo,Negativo
Experiencia colorida,Este Oasis de ríos no es lo que esperas de una gran ciudad con millones de autos. Este lugar está tranquilo del ruido de la ciudad ambientado por mariachi y marimba.,Familia,5,anonimo,2023-03-18,2023-03-01,Cdmx,Jardines Flotantes De Xochimilco,Experiencia colorida Este Oasis de ríos no es lo que esperas de una gran ciudad con millones de autos. Este lugar está tranquilo del ruido de la ciudad ambientado por mariachi y marimba.,Positivo,Positivo
Relajante paseo en barco.,"Hicimos un recorrido de 2 horas el viernes por la tarde. . . . muy tranquilo y pacífico. . . problemas mínimos con estafas, etc. . . Asegúrate de ir a la mesa turística. . . todos los precios están listados. No nos molestaron por dinero extra, etc. . . ¡fue grandioso!",Pareja,4,"Vancouver, Canadá",2023-03-13,2023-03-01,Cdmx,Jardines Flotantes De Xochimilco,"Relajante paseo en barco. Hicimos un recorrido de 2 horas el viernes por la tarde. . . . muy tranquilo y pacífico. . . problemas mínimos con estafas, etc. . . Asegúrate de ir a la mesa turística. . . todos los precios están listados. No nos molestaron por dinero extra, etc. . . ¡fue grandioso!",Positivo,Positivo
Agradable y pintoresca trampa para turistas.,"Esta atracción, que se menciona con frecuencia en línea como un espectáculo imperdible, consiste en una serie de canales que se experimentan al tomar un bote de fondo plano demasiado caro que se desplaza, ocasionalmente raspando los costados de los botes adyacentes y las orillas de los ríos. el canal. A ambos lados de los canales las casas se han instalado como proveedoras de chucherías, flores, restaurantes, ajolote - ver, pulque - degustar, etc. De vez en cuando pasa una lancha con un Mariachi y vendedores de maíz - en - la - mazorca y varios alimentos caros. El efecto general es una agradable y pintoresca trampa para turistas.",desconocido,3,"Vancouver, Canadá",2023-01-27,2023-01-01,Cdmx,Jardines Flotantes De Xochimilco,"Agradable y pintoresca trampa para turistas. Esta atracción, que se menciona con frecuencia en línea como un espectáculo imperdible, consiste en una serie de canales que se experimentan al tomar un bote de fondo plano demasiado caro que se desplaza, ocasionalmente raspando los costados de los botes adyacentes y las orillas de los ríos. el canal. A ambos lados de los canales las casas se han instalado como proveedoras de chucherías, flores, restaurantes, ajolote - ver, pulque - degustar, etc. De vez en cuando pasa una lancha con un Mariachi y vendedores de maíz - en - la - mazorca y varios alimentos caros. El efecto general es una agradable y pintoresca trampa para turistas.",Neutro,Positivo
En busca de embarcadero Nativitas,"Se debe tener claro a que embarcadero se desea llegar pues de eso depende lo que se puede conocer en referencia a las vueltas que se paga, a nosotros nos encanto el poder conocer aunque no llegamos al embarcadero mas famoso, (el de las películas NATIVITAS) pero a donde llegamos encontramos lo suficiente para conocer, es un lugar maravilloso.",desconocido,5,"Ciudad de Guatemala, Guatemala",2023-01-18,2022-12-01,Cdmx,Jardines Flotantes De Xochimilco,"En busca de embarcadero Nativitas Se debe tener claro a que embarcadero se desea llegar pues de eso depende lo que se puede conocer en referencia a las vueltas que se paga, a nosotros nos encanto el poder conocer aunque no llegamos al embarcadero mas famoso, (el de las películas NATIVITAS) pero a donde llegamos encontramos lo suficiente para conocer, es un lugar maravilloso.",Positivo,Positivo
¡Siéntese y disfrute de un crucero por el agua con Mariachi por todas partes!,"He visitado Xochimilco antes y esta fue la tercera vez que tomé un bote por los jardines flotantes. Definitivamente vale la pena por la experiencia. El precio supuestamente es de 600 pesos por hora (26 libras a la tarifa actual) pero esto puede estar abierto a negociación (especialmente si uno puede hablar español).El precio es por el barco y el tiempo, no por cuantas personas. No importa si son 2 personas o 10 el precio es el mismo. Obtuve el viaje de 2 horas por 800 pesos en lugar de 1200, ya que puedo hablar español al igual que mi esposa (hablante nativo). Visité por última vez hace 5 años y noté que esta vez todos los barcos tenían avisos sobre dejar una propina de 400/500 pesos. Creo que posiblemente se dirijan a los turistas por esto que no son más sabios, pero solo dejé 100 pesos como propina porque no nací ayer. En México, se esperan propinas en los restaurantes por encima del 10 %, lo cual es bastante justo, pero los barcos que piden propinas del 50 % sobre el costo del viaje en barco son realmente muy descarados. Con vistas a que vale la pena un par de horas para un relajante flotar río abajo. Hay muchos mariachis para escuchar que intentarán venderle canciones tocadas en vivo. Sin embargo, el truco aquí es no pagar por tus propias canciones, que cuesta unos 200 pesos por canción (9 en el Reino Unido), sino escuchar las de otros barcos.",desconocido,5,"Londres, UK",2023-01-13,2022-12-01,Cdmx,Jardines Flotantes De Xochimilco,"¡Siéntese y disfrute de un crucero por el agua con Mariachi por todas partes! He visitado Xochimilco antes y esta fue la tercera vez que tomé un bote por los jardines flotantes. Definitivamente vale la pena por la experiencia. El precio supuestamente es de 600 pesos por hora (26 libras a la tarifa actual) pero esto puede estar abierto a negociación (especialmente si uno puede hablar español).El precio es por el barco y el tiempo, no por cuantas personas. No importa si son 2 personas o 10 el precio es el mismo. Obtuve el viaje de 2 horas por 800 pesos en lugar de 1200, ya que puedo hablar español al igual que mi esposa (hablante nativo). Visité por última vez hace 5 años y noté que esta vez todos los barcos tenían avisos sobre dejar una propina de 400/500 pesos. Creo que posiblemente se dirijan a los turistas por esto que no son más sabios, pero solo dejé 100 pesos como propina porque no nací ayer. En México, se esperan propinas en los restaurantes por encima del 10 %, lo cual es bastante justo, pero los barcos que piden propinas del 50 % sobre el costo del viaje en barco son realmente muy descarados. Con vistas a que vale la pena un par de horas para un relajante flotar río abajo. Hay muchos mariachis para escuchar que intentarán venderle canciones tocadas en vivo. Sin embargo, el truco aquí es no pagar por tus propias canciones, que cuesta unos 200 pesos por canción (9 en el Reino Unido), sino escuchar las de otros barcos.",Positivo,Positivo
"¡No te preocupes, sé feliz!","¡Un ABSOLUTO sí! ¡Hazlo! Fácil como 1 - 2 - 3, no te preocupes. Sígueme: 1 . Antes de ir: cómprate un picnic si quieres comer/beber. La comida de los barcos en el río puede ser un poco cuestionable para los niveles estomacales de los turistas. La cerveza también se puede comprar en estos barcos, pero mantén tu vida simple, BYOB. Solo en efectivo por lo que 600 pesos por hora, se recomiendan 2 horas y diversión, más propina, por lo que 1500 pesos. Mismo precio si tienes 2 o 20 años. Éramos 2 y realmente disfrutamos de nuestra góndola privada; 2 . Yendo: Uber al debarcadero Nuevo Nativitas. Te dejan en la entrada del muelle, te recogerá allí otro Uber fácil de conseguir al final, sin acoso. Solo responda ""si"" y uno de los muchachos lo llevará a su góndola; 3 . Disfrutar. Come tu almuerzo, bebe tu cerveza, escucha a los mariachis en la orilla o en otras góndolas y eso es todo. Para mis conciudadanos, esto es como recorrer Jungle Cruise / Pirates of the Caraibes en Disney. En serio, si sigues mis pautas, disfrutarás cada segundo.Dependiendo de su punto de partida, espere unos buenos 45 minutos hasta una hora, aproximadamente un viaje de $ 20 USD, incluido el servicio, de ida y vuelta.",Familia,5,"Montreal, Canadá",2023-01-06,2023-01-01,Cdmx,Jardines Flotantes De Xochimilco,"¡No te preocupes, sé feliz! ¡Un ABSOLUTO sí! ¡Hazlo! Fácil como 1 - 2 - 3, no te preocupes. Sígueme: 1 . Antes de ir: cómprate un picnic si quieres comer/beber. La comida de los barcos en el río puede ser un poco cuestionable para los niveles estomacales de los turistas. La cerveza también se puede comprar en estos barcos, pero mantén tu vida simple, BYOB. Solo en efectivo por lo que 600 pesos por hora, se recomiendan 2 horas y diversión, más propina, por lo que 1500 pesos. Mismo precio si tienes 2 o 20 años. Éramos 2 y realmente disfrutamos de nuestra góndola privada; 2 . Yendo: Uber al debarcadero Nuevo Nativitas. Te dejan en la entrada del muelle, te recogerá allí otro Uber fácil de conseguir al final, sin acoso. Solo responda ""si"" y uno de los muchachos lo llevará a su góndola; 3 . Disfrutar. Come tu almuerzo, bebe tu cerveza, escucha a los mariachis en la orilla o en otras góndolas y eso es todo. Para mis conciudadanos, esto es como recorrer Jungle Cruise / Pirates of the Caraibes en Disney. En serio, si sigues mis pautas, disfrutarás cada segundo.Dependiendo de su punto de partida, espere unos buenos 45 minutos hasta una hora, aproximadamente un viaje de $ 20 USD, incluido el servicio, de ida y vuelta.",Positivo,Positivo
Tarde relajante y divertida,"Disfrutamos mucho de esta actividad en familia. Fuimos a principios de enero de 2023 y nos pareció fácil de hacer. Viajamos en Uber desde Coyoacán, donde pasamos la mañana haciendo la casa de Freida Kahlo, y nos llevaron directamente al Embarcadero Nuevo Nativitas. Los vendedores de motos intentaron decirle a nuestro conductor de Uber que estaba cerrado y lo dirigieron a otro embarcadero. Por supuesto que no era cierto y él lo sabía, así que nos dejaron directamente en el lugar correcto y no tuvimos que lidiar con los vendedores de motos. Los precios son fijados por el gobierno en 600 pesos por bote por hora, por lo que no fue necesario regatear e incluso tuvimos un guía de habla inglesa que nos llevó a un bote. Las cervezas costaban 40 pesos y los refrescos 30 y subimos un balde al bote y pagamos lo que teníamos. Curiosamente, no había mucha comida el día que fuimos, solo maíz a 35 pesos y papas fritas / palomitas de maíz a 40 pesos. Esperábamos que se ofrecieran más tacos, etc., pero no importa, encontramos un excelente lugar local en nuestro camino a la estación de tren. Tomamos el tren y el metro de regreso a Condessa. Nuevamente, esto fue muy fácil: no teníamos la tarjeta recargable ya que habíamos estado comprando boletos de metro de papel cuando los necesitábamos. La taquilla estaba cerrada y la única opción era recargar una tarjeta existente. Esto no fue un gran problema ya que el guardia de seguridad del tren nos hizo cargar 15 pesos (para nosotros 5) en su tarjeta y luego nos pasó.",desconocido,5,anonimo,2023-01-06,2023-01-01,Cdmx,Jardines Flotantes De Xochimilco,"Tarde relajante y divertida Disfrutamos mucho de esta actividad en familia. Fuimos a principios de enero de 2023 y nos pareció fácil de hacer. Viajamos en Uber desde Coyoacán, donde pasamos la mañana haciendo la casa de Freida Kahlo, y nos llevaron directamente al Embarcadero Nuevo Nativitas. Los vendedores de motos intentaron decirle a nuestro conductor de Uber que estaba cerrado y lo dirigieron a otro embarcadero. Por supuesto que no era cierto y él lo sabía, así que nos dejaron directamente en el lugar correcto y no tuvimos que lidiar con los vendedores de motos. Los precios son fijados por el gobierno en 600 pesos por bote por hora, por lo que no fue necesario regatear e incluso tuvimos un guía de habla inglesa que nos llevó a un bote. Las cervezas costaban 40 pesos y los refrescos 30 y subimos un balde al bote y pagamos lo que teníamos. Curiosamente, no había mucha comida el día que fuimos, solo maíz a 35 pesos y papas fritas / palomitas de maíz a 40 pesos. Esperábamos que se ofrecieran más tacos, etc., pero no importa, encontramos un excelente lugar local en nuestro camino a la estación de tren. Tomamos el tren y el metro de regreso a Condessa. Nuevamente, esto fue muy fácil: no teníamos la tarjeta recargable ya que habíamos estado comprando boletos de metro de papel cuando los necesitábamos. La taquilla estaba cerrada y la única opción era recargar una tarjeta existente. Esto no fue un gran problema ya que el guardia de seguridad del tren nos hizo cargar 15 pesos (para nosotros 5) en su tarjeta y luego nos pasó.",Positivo,Positivo
10 de 10,Simplemente espectacular! No se lo pierdan el ballet folklórico. Tienen mucho talento esos chicos y chicas ………………!!!,Solitario,5,anonimo,2025-08-20,2025-08-01,Cdmx,Palacio De Bellas Artes,10 de 10 Simplemente espectacular! No se lo pierdan el ballet folklórico. Tienen mucho talento esos chicos y chicas ………………!!!,Positivo,Positivo
¡El muralismo mexicano en su máxima expresión!,"Fue un ejemplo sobresaliente del muralismo mexicano. No te pierdas actividad. Desde Rivera, Orozco, Tamayo y Siqueiros, absolutamente impresionante!",desconocido,5,anonimo,2025-08-16,2025-08-01,Cdmx,Palacio De Bellas Artes,"¡El muralismo mexicano en su máxima expresión! Fue un ejemplo sobresaliente del muralismo mexicano. No te pierdas actividad. Desde Rivera, Orozco, Tamayo y Siqueiros, absolutamente impresionante!",Positivo,Positivo
Ballet Folklórico de México de Amalia Hernández,"excelente producción, que te llena los sentidos y te transporta hacia los lugares que están en el programa, excelente el duelo de arpas correspondiente a la fiesta de Tlacotalpan, así mismo el charro haciendo el floreo de reata , todo espectacular; El prietito en el arroz fue que en su programa no incluyeran un capitulo  sobre la música norteña, que se llenara el recinto con el sonido del acordeón, bajosesto y  tololoche, de ahí pal real vale la pena cada centavo que pagaste por la entrada",desconocido,5,"Monterrey, México",2025-08-13,2025-08-01,Cdmx,Palacio De Bellas Artes,"Ballet Folklórico de México de Amalia Hernández excelente producción, que te llena los sentidos y te transporta hacia los lugares que están en el programa, excelente el duelo de arpas correspondiente a la fiesta de Tlacotalpan, así mismo el charro haciendo el floreo de reata , todo espectacular; El prietito en el arroz fue que en su programa no incluyeran un capitulo  sobre la música norteña, que se llenara el recinto con el sonido del acordeón, bajosesto y  tololoche, de ahí pal real vale la pena cada centavo que pagaste por la entrada",Positivo,Positivo
Siempre agradable,"En esta ocasión fui al museo, que albergaba la exposición “La Revolución Impresionista”, pero aproveché para conocer la de Jorge González Camarena “La utopía inacabada” y los murales de Siqueiros, Rivera, Orozco, Camarena y más. Visitar el Palacio es siempre un deleite visual.",Familia,5,"Celaya, México",2025-07-24,2025-07-01,Cdmx,Palacio De Bellas Artes,"Siempre agradable En esta ocasión fui al museo, que albergaba la exposición “La Revolución Impresionista”, pero aproveché para conocer la de Jorge González Camarena “La utopía inacabada” y los murales de Siqueiros, Rivera, Orozco, Camarena y más. Visitar el Palacio es siempre un deleite visual.",Positivo,Positivo
sin titulo,"Un edificio que data de unos 100 años aproximadamente si es lo que entendí quisa más, el lugar se siente como un viaje en el tiempo , quisa lo han remodelado claro pero mantiene esa esencia,grandes artistas han pasado por esas puertas , increíble exposiciones artistas mexicanos e internacionales una parada obligada si te encuentras en la ciudad de Mexico",desconocido,5,anonimo,2025-07-24,2025-07-01,Cdmx,Palacio De Bellas Artes,"Un edificio que data de unos 100 años aproximadamente si es lo que entendí quisa más, el lugar se siente como un viaje en el tiempo , quisa lo han remodelado claro pero mantiene esa esencia,grandes artistas han pasado por esas puertas , increíble exposiciones artistas mexicanos e internacionales una parada obligada si te encuentras en la ciudad de Mexico",Positivo,Positivo
"Lugar único, superó mis expectativas","Este lugar realmente superó mis expectativas. Es único, cuidadosamente diseñado, y ofrece un gran ambiente : ) Sin duda volvería y lo recomendaría a otros.",Negocios,5,"Catasauqua, Pensilvania",2025-06-16,2025-06-01,Cdmx,Palacio De Bellas Artes,"Lugar único, superó mis expectativas Este lugar realmente superó mis expectativas. Es único, cuidadosamente diseñado, y ofrece un gran ambiente : ) Sin duda volvería y lo recomendaría a otros.",Positivo,Positivo
Vistas y más,"La mejor vista exterior del edificio Art Nouveau es desde el edificio Sears 8a planta cafetería. El acceso es gratuito para mayores de 60 años con identificación. Además, los domingos entrada gratuita. Interior de construirnos una fusión de Art Déco y arte mexicano. Entre los artistas se encuentran Rivera, Siqueiros y Camarena.",Pareja,5,"San Diego, CA",2025-06-11,2025-06-01,Cdmx,Palacio De Bellas Artes,"Vistas y más La mejor vista exterior del edificio Art Nouveau es desde el edificio Sears 8a planta cafetería. El acceso es gratuito para mayores de 60 años con identificación. Además, los domingos entrada gratuita. Interior de construirnos una fusión de Art Déco y arte mexicano. Entre los artistas se encuentran Rivera, Siqueiros y Camarena.",Positivo,Positivo
Lo mejor en compañía de mi hija menor,"Sin duda alguna la sala de exposiciones y museo es una gran oportunidad de observar y apreciar los mejores murales como Siqueiros, Diego Rivera, Camarena, Orozco y para terminar escuchar la orquesta sinfónica nacional.",Familia,5,"Villahermosa, México",2025-06-01,2025-06-01,Cdmx,Palacio De Bellas Artes,"Lo mejor en compañía de mi hija menor Sin duda alguna la sala de exposiciones y museo es una gran oportunidad de observar y apreciar los mejores murales como Siqueiros, Diego Rivera, Camarena, Orozco y para terminar escuchar la orquesta sinfónica nacional.",Positivo,Positivo
Prepárate para que te roben el corazón por Baile Folklórico en Palacio de Bellas Artes,"Baile Folklórico en el Palacio de Bellas Artes es una de las actuaciones más bellas y conmovedoras que he presenciado. Desde el primer golpe de tambor, me quedé completamente cautivado. El espectáculo es una vibrante celebración de las diversas regiones de México, con cada baile contando una historia única a través de juegos de pies tradicionales, trajes coloridos y coreografía dramática. Realmente puedes sentir el alma de México cobrar vida en el escenario. El Palacio de Bellas Artes es impresionante, su gran arquitectura hace que toda la noche se sienta como una ocasión especial. Recomiendo encarecidamente vestirse un poco y hacer una noche de ella. Si buscas experimentar auténtica cultura y arte mexicano, esta actuación es inolvidable.",Solitario,5,"Seattle, WA",2025-05-01,2024-06-01,Cdmx,Palacio De Bellas Artes,"Prepárate para que te roben el corazón por Baile Folklórico en Palacio de Bellas Artes Baile Folklórico en el Palacio de Bellas Artes es una de las actuaciones más bellas y conmovedoras que he presenciado. Desde el primer golpe de tambor, me quedé completamente cautivado. El espectáculo es una vibrante celebración de las diversas regiones de México, con cada baile contando una historia única a través de juegos de pies tradicionales, trajes coloridos y coreografía dramática. Realmente puedes sentir el alma de México cobrar vida en el escenario. El Palacio de Bellas Artes es impresionante, su gran arquitectura hace que toda la noche se sienta como una ocasión especial. Recomiendo encarecidamente vestirse un poco y hacer una noche de ella. Si buscas experimentar auténtica cultura y arte mexicano, esta actuación es inolvidable.",Positivo,Positivo
Palacio de Bellas artes-Ballet Amalia Hernández,"Ballet de Amalia Hernández en domingo, concurrido. Llega con tiempo ya que es puntual la función. El metro bellas artes o metrobus son la opción en transporte.",Familia,5,carina o,2025-04-02,2024-05-01,Cdmx,Palacio De Bellas Artes,"Palacio de Bellas artes-Ballet Amalia Hernández Ballet de Amalia Hernández en domingo, concurrido. Llega con tiempo ya que es puntual la función. El metro bellas artes o metrobus son la opción en transporte.",Positivo,Positivo
Increíble,"Increíble edificio, gran arquitectura, disfrutamos de un evento de música clásica en el interior por lo que miramos todo el edificio por dentro y por fuera, tan hermoso",Pareja,5,anonimo,2025-03-22,2025-03-01,Cdmx,Palacio De Bellas Artes,"Increíble Increíble edificio, gran arquitectura, disfrutamos de un evento de música clásica en el interior por lo que miramos todo el edificio por dentro y por fuera, tan hermoso",Positivo,Positivo
Mi lugar favorito Bellas Artes,"Es uno de los murales más bellos , las paredes llenas de tantos cuadros de pintura artística de Diego Rivera y David Alfaro S. Recomiendo encarecidamente a todos que vengan a visitar",Solitario,5,"Chicago, IL",2025-03-13,2025-02-01,Cdmx,Palacio De Bellas Artes,"Mi lugar favorito Bellas Artes Es uno de los murales más bellos , las paredes llenas de tantos cuadros de pintura artística de Diego Rivera y David Alfaro S. Recomiendo encarecidamente a todos que vengan a visitar",Positivo,Positivo
No te pierdas esta joya,"Fuimos cuando estaba atrincherado para evitar el vandalismo de los manifestantes por lo que era difícil acceder a él, pero aún abierto.",Pareja,5,"Scottsdale, AZ",2025-03-09,2025-03-01,Cdmx,Palacio De Bellas Artes,"No te pierdas esta joya Fuimos cuando estaba atrincherado para evitar el vandalismo de los manifestantes por lo que era difícil acceder a él, pero aún abierto.",Positivo,Negativo
Hermoso por dentro y por fuera,"El edificio es excepcional desde el exterior ... situado al lado de un parque y con sus propios jardines cuidados en el frente, hará que las fotos sean encantadoras para recordar su visita. El interior es art déco en diseño y es igualmente impresionante. Parece tener espacios para exhibiciones, pero había una tarifa... hay una pequeña exhibición GRATIS justo cuando entras a la derecha... que valió la pena echar un vistazo... No está lejos de la plaza principal y la catedral.",Pareja,5,"Sídney, Australia",2025-02-25,2025-02-01,Cdmx,Palacio De Bellas Artes,"Hermoso por dentro y por fuera El edificio es excepcional desde el exterior ... situado al lado de un parque y con sus propios jardines cuidados en el frente, hará que las fotos sean encantadoras para recordar su visita. El interior es art déco en diseño y es igualmente impresionante. Parece tener espacios para exhibiciones, pero había una tarifa... hay una pequeña exhibición GRATIS justo cuando entras a la derecha... que valió la pena echar un vistazo... No está lejos de la plaza principal y la catedral.",Positivo,Positivo
