Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview
Buen atardecer,"Es una playa bastante limpia donde pueden verse hermosos atardeceres. Existe cerca un oxxo, lo cual es muy conveniente.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Buen atardecer. Es una playa bastante limpia donde pueden verse hermosos atardeceres. Existe cerca un oxxo, lo cual es muy conveniente."
Ha bajado mucho la calidad y el servicio,"La ultima vez que visité la playa me di cuenta que ha bajado mucho e servicio, ya no cuenta con camastros y los que tienen están horribles, ya no es el mismo servicio y a pesar de que tienes el Oxxo cerca es un martirio ir a comprar.. creo que ya no es los mismo de cuando llegue a Cancún, es una pena",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Ha bajado mucho la calidad y el servicio. La ultima vez que visité la playa me di cuenta que ha bajado mucho e servicio, ya no cuenta con camastros y los que tienen están horribles, ya no es el mismo servicio y a pesar de que tienes el Oxxo cerca es un martirio ir a comprar.. creo que ya no es los mismo de cuando llegue a Cancún, es una pena."
"Sin algas, playa chica y saturada de gente","Fui el 9 de Agosto 2018.Mucho mejor el tema algas que Playa del Carmen y que en Playa Delfines, casi nadaEl tema es que es una playa muy chica y saturada de gente (caminé 200 metros del muelle donde se hace bungee y sale el ferry ultramar hacia ambos lados y había demasiada gente), me pareció playa para turismo local ya que no vi casi ningún turista extranjero.Almorzamos en uno de los tantos lugares que hay, había música en vivo con volumen muy fuerte.Nos dimos unos baños y nos fuimos. Llegamos a la misma en los ómnibus R1 o R2, el boleto tiene un costo de 12 pesos.Saludos,Diego de Uruguay",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Sin algas, playa chica y saturada de gente. Fui el 9 de Agosto 2018.Mucho mejor el tema algas que Playa del Carmen y que en Playa Delfines, casi nadaEl tema es que es una playa muy chica y saturada de gente (caminé 200 metros del muelle donde se hace bungee y sale el ferry ultramar hacia ambos lados y había demasiada gente), me pareció playa para turismo local ya que no vi casi ningún turista extranjero.Almorzamos en uno de los tantos lugares que hay, había música en vivo con volumen muy fuerte.Nos dimos unos baños y nos fuimos. Llegamos a la misma en los ómnibus R1 o R2, el boleto tiene un costo de 12 pesos.Saludos,Diego de Uruguay."
"Playa Pública sin sargazo, lo mejor que vimos en Cancún.","Playa Pública sin sargazo, la mejor playa que vimos en Cancún.La playa de Isla Mujeres también esta limpia.De punta Nizuc a Playa del Carmen las playas tienen mucho sargazo.Hay restaurantitos que te venden mariscos a precios accesibles y un Oxxo en la entrada donde puede comprar botanas , cervezas y otros.Si llevas auto, el parqueo es público pero se mantiene lleno,  del lado derecho del parqueo donde esta Oxxo,  hay un tipo que te dice que ese parqueo es privado  que te cobra 60 pesos.La ida a esta playa vale la pena , la entrada es gratis, importante llevar zapatos de agua pues en algunas partes hay rocas y se puede golpear.Dos sillas y una sombrilla te cobran 150 pesos.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Playa Pública sin sargazo, lo mejor que vimos en Cancún. Playa Pública sin sargazo, la mejor playa que vimos en Cancún.La playa de Isla Mujeres también esta limpia.De punta Nizuc a Playa del Carmen las playas tienen mucho sargazo.Hay restaurantitos que te venden mariscos a precios accesibles y un Oxxo en la entrada donde puede comprar botanas , cervezas y otros.Si llevas auto, el parqueo es público pero se mantiene lleno,  del lado derecho del parqueo donde esta Oxxo,  hay un tipo que te dice que ese parqueo es privado  que te cobra 60 pesos.La ida a esta playa vale la pena , la entrada es gratis, importante llevar zapatos de agua pues en algunas partes hay rocas y se puede golpear.Dos sillas y una sombrilla te cobran 150 pesos."
La mejor,"Playa tortugas es la mejor de cancun, aguas calmas y cristalinas y lo más importante sin algas, como el resto de la riviera maya.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"La mejor. Playa tortugas es la mejor de cancun, aguas calmas y cristalinas y lo más importante sin algas, como el resto de la riviera maya."
Muy buena playa,"Creo que es una playa muy bonita y limpia, se toman fotos bellísimas desde el mirador y además aquí están las letras más populares de Cancún (las cuales tienen largas filas).Es fácil llegar por medio de autobús y creo que vale la pena ir.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Muy buena playa. Creo que es una playa muy bonita y limpia, se toman fotos bellísimas desde el mirador y además aquí están las letras más populares de Cancún (las cuales tienen largas filas).Es fácil llegar por medio de autobús y creo que vale la pena ir."
Fabuloso,"Llegamos desde Playa del Carmen en las camionetas nos cobraron $40mx por persona a lo que llaman “el ceviche” de ahí tomamos el camión 1 en $12mx y nos dejo justo en la entrada de la playa, (al parecer el  camion 2 también era una opción) cuenta con un Oxxo a la entrada donde puedes comprar botana para pasar el rato y hay restaurantes a la orilla que te rentan camastros junto con una mesa $150mx,  playa es bellísima color turquesa la arena es demasiado fina en esta área, si vas profundizando más suele haber algunas piedras que si no tienes cuidado te puedes lastimar pero en general el lugar es asombroso para pasar el rato con pequeños y no andar temiendo que les suceda algo. Cuenta con baños en $5 mx y con regaderas en $15mx.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Fabuloso. Llegamos desde Playa del Carmen en las camionetas nos cobraron $40mx por persona a lo que llaman “el ceviche” de ahí tomamos el camión 1 en $12mx y nos dejo justo en la entrada de la playa, (al parecer el  camion 2 también era una opción) cuenta con un Oxxo a la entrada donde puedes comprar botana para pasar el rato y hay restaurantes a la orilla que te rentan camastros junto con una mesa $150mx,  playa es bellísima color turquesa la arena es demasiado fina en esta área, si vas profundizando más suele haber algunas piedras que si no tienes cuidado te puedes lastimar pero en general el lugar es asombroso para pasar el rato con pequeños y no andar temiendo que les suceda algo. Cuenta con baños en $5 mx y con regaderas en $15mx."
aniversario 2017 moni y edu,"unas playas muy buenas tanto en la gente como los chicos que te atienden ,nosotros estábamos en el centro de cancun fácil el llegar en bus numero 2 ,barato y cómodo distancia en 10 minutos , en la playa las aguas re tranquilas y la atención barbara ojo el pecio de las sombrillas es de 150 mexicanos y el volver veras mucha gente tomando le bus vienen rapidísimos y seguidos es una linda opción en playas cercas y cómodas  moni y edu la fechas no es la puesta fue entre el 12 5 18 y 23 5 18 el clima espectacular",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"aniversario 2017 moni y edu. unas playas muy buenas tanto en la gente como los chicos que te atienden ,nosotros estábamos en el centro de cancun fácil el llegar en bus numero 2 ,barato y cómodo distancia en 10 minutos , en la playa las aguas re tranquilas y la atención barbara ojo el pecio de las sombrillas es de 150 mexicanos y el volver veras mucha gente tomando le bus vienen rapidísimos y seguidos es una linda opción en playas cercas y cómodas  moni y edu la fechas no es la puesta fue entre el 12 5 18 y 23 5 18 el clima espectacular."
Bonita y no tiene tantas algas,"Llegamos en un autobús que nos cobro 12 pesos mexicanos x persona, el color del mar hermoso, oleaje tranquilo hay lugares cerca para tomar algo o quizás comer, y lo mejor no hay muchas algas.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Bonita y no tiene tantas algas. Llegamos en un autobús que nos cobro 12 pesos mexicanos x persona, el color del mar hermoso, oleaje tranquilo hay lugares cerca para tomar algo o quizás comer, y lo mejor no hay muchas algas."
Muy bien trato y organización.,"Muy buena experiencia con el Capitán Cristian, la pasé bien y me agradó… el tiempo de recorrido y s adecuado… todo muy bien",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Muy bien trato y organización. Muy buena experiencia con el Capitán Cristian, la pasé bien y me agradó… el tiempo de recorrido y s adecuado… todo muy bien."
Jet SKY,"Es una experiencia increíble la atención del Capitán Charly la mejor , muy atento, una persona muy especial, las motos estaban en perfectas condiciones con una amplia zona para recorrer La recomiendo al 100 para todo aquel que desee una buena experiencia para recordar",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Jet SKY. Es una experiencia increíble la atención del Capitán Charly la mejor , muy atento, una persona muy especial, las motos estaban en perfectas condiciones con una amplia zona para recorrer La recomiendo al 100 para todo aquel que desee una buena experiencia para recordar."
Nos fascinó regresaríamos de nuevo,"Excelente y de nuestro capitán Fox la atención 10/10 , es hermoso el tour y el paseo en barquito ni se diga . Cada año venimos a Cancún volveríamos a tomar el tour .",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Nos fascinó regresaríamos de nuevo. Excelente y de nuestro capitán Fox la atención 10/10 , es hermoso el tour y el paseo en barquito ni se diga . Cada año venimos a Cancún volveríamos a tomar el tour ."
Fast and Funny,"Una actividad muy divertida y llena de adrenalina, vas muy rápido pero con la seguridad necesaria, además que el snorkeling es en un arrecife muy lindo",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Fast and Funny. Una actividad muy divertida y llena de adrenalina, vas muy rápido pero con la seguridad necesaria, además que el snorkeling es en un arrecife muy lindo."
Very good experience,Charly muy buena persona muy amable primera vez manejando jet ski y charly muy buen instructor los recomiendo mucho les doy un 10,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Very good experience. Charly muy buena persona muy amable primera vez manejando jet ski y charly muy buen instructor los recomiendo mucho les doy un 10.
Una experiencia para repetir sin duda,"Un experiencia muy buena. Desde la llegada, el show maya, el recorrido por la jungla.La lancha súper divertido y el snorkel muy bonita zona, con el coral, los peces y las estatuas. Nuestro capitán Fox súper  bien!!",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Una experiencia para repetir sin duda. Un experiencia muy buena. Desde la llegada, el show maya, el recorrido por la jungla.La lancha súper divertido y el snorkel muy bonita zona, con el coral, los peces y las estatuas. Nuestro capitán Fox súper  bien!!."
Waverunner,¡Gran instructor volverá para Waverunner de nuevo! Disfrutamos de la velocidad y los trucos. Seguro y servicial. Bonita zona y bar es agradable,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Waverunner. ¡Gran instructor volverá para Waverunner de nuevo! Disfrutamos de la velocidad y los trucos. Seguro y servicial. Bonita zona y bar es agradable.
Un lugar paradisíaco para relajarte y pasar los mejores de tus días,"Espectacular lugar , super la atención del personal .recomendado 100%.vistas y paisajes hermosos. Nuestro guía Roberto el mejor de todos",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Un lugar paradisíaco para relajarte y pasar los mejores de tus días. Espectacular lugar , super la atención del personal .recomendado 100%.vistas y paisajes hermosos. Nuestro guía Roberto el mejor de todos."
Una de las mejores experiencias que he tenido,Qué bonita experiencia. Lo mejor de todo fue el de los barcos. El capitán Chris era un buen tipo y nos ayudó mucho a mí y a mi familia.,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Una de las mejores experiencias que he tenido. Qué bonita experiencia. Lo mejor de todo fue el de los barcos. El capitán Chris era un buen tipo y nos ayudó mucho a mí y a mi familia.
Gran tour con el capitán Fox,"El tour con el capitán Fox fue muy divertido y nos gustó mucho la experiencia. Fue muy amable, nos llevó a las estatuas y nos apoyó en todo momento. Lo recomiendo!",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Gran tour con el capitán Fox. El tour con el capitán Fox fue muy divertido y nos gustó mucho la experiencia. Fue muy amable, nos llevó a las estatuas y nos apoyó en todo momento. Lo recomiendo!."
Jungle tour,Padrísimo todooo! Y el servicio de Romel excelente ⭐️⭐️⭐️⭐️⭐️ sin duda lo volveríamos a hacer! La pasamos muy bien mis amigas y yo,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Jungle tour. Padrísimo todooo! Y el servicio de Romel excelente ⭐️⭐️⭐️⭐️⭐️ sin duda lo volveríamos a hacer! La pasamos muy bien mis amigas y yo.
Excelente experiencia,¡Impresionante! Recomendaría a cualquiera que busque explorar la laguna / alrededores de Cancún y experimentar un pequeño pedazo de cultura maya,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Excelente experiencia. ¡Impresionante! Recomendaría a cualquiera que busque explorar la laguna / alrededores de Cancún y experimentar un pequeño pedazo de cultura maya.
Buen trato,"Muy buen tour para ir con la familia y muy buena atención del personal, de mi parte de Fernando y Enrique 👍🏻 totalmente recomendado",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Buen trato. Muy buen tour para ir con la familia y muy buena atención del personal, de mi parte de Fernando y Enrique 👍🏻 totalmente recomendado."
Excelente experiencia ya estuvimos antes aquí y repetimos,"Excelente experiencia, nos divertimos mucho, vinimos un grupo de seis personas, ya habíamos venido antes y repetimos la verdad lo recomendamos muchísimo una experiencia inolvidable",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Excelente experiencia ya estuvimos antes aquí y repetimos. Excelente experiencia, nos divertimos mucho, vinimos un grupo de seis personas, ya habíamos venido antes y repetimos la verdad lo recomendamos muchísimo una experiencia inolvidable."
Actividad de Jet Sky,Súper recomendable con el amigo Bryan muy amable y súper atento con el tour de jet Sky muchas gracias y volveré…………………..,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Actividad de Jet Sky. Súper recomendable con el amigo Bryan muy amable y súper atento con el tour de jet Sky muchas gracias y volveré…………………..
Interesante pero muy mal trato,"El tour en las lanchas y el snorkel es interesante y divertido, sin embargo,  tuve una terrible experiencia con el capitán de las lanchas Robert. Cuando nos subimos a las lanchas hice una pregunta auténtica y se enojó conmigo porque según él no había puesto atención, él dio las instrucciones en un inglés mal pronunciado, yo entiendo inglés pero no es mi primera lengua.Al comenzar el tour estaba muy emocionada manejando pero en cierto punto empezó a regañarme de manera grosera que iba muy lento, es una experiencia que nunca había hecho, por lo que no sabía que tan rápido teníamos que ir.Seguimos y volvió a detenerme y regañarme porque no estaba cumpliendo bien la fila, ahí sí se que yo estuve mal, pero consideraba que era una fila mientras estuviéramos todos uno atrás del otro no exactamente atrás de su bote.Fue sumamente grosero, me amenazó con regresarme y acabar con mi tour sin ningún reembolso, que no era capaz de hacer las cosas y que no entendía; me tuve que cambiar de asiento con mi acompañante, fue sumamente descortés y me hizo sentir muy mal, arruinó por completo toda mi experiencia y me sentí miserable el resto del trayecto.Eramos las únicas mexicanas del tour y fuimos a las que peor nos trató.Después en el snorkel intentó ser amable pero ya era demasiado tarde, dice que es así por temas de seguridad, pero hay manera de hacer las cosas y de comunicarse, pero él manejó muy mal la situación.Es una lástima que después de tanto viaje y entusiasmo por la experiencia se arruine todo por una persona como él. Sentí que pagué por pasar una experiencia horrible. Además de eso, no hay ningún interés por la cultura y nadie sabe nada de la historia de los mayas.",desconocido,2,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Interesante pero muy mal trato. El tour en las lanchas y el snorkel es interesante y divertido, sin embargo,  tuve una terrible experiencia con el capitán de las lanchas Robert. Cuando nos subimos a las lanchas hice una pregunta auténtica y se enojó conmigo porque según él no había puesto atención, él dio las instrucciones en un inglés mal pronunciado, yo entiendo inglés pero no es mi primera lengua.Al comenzar el tour estaba muy emocionada manejando pero en cierto punto empezó a regañarme de manera grosera que iba muy lento, es una experiencia que nunca había hecho, por lo que no sabía que tan rápido teníamos que ir.Seguimos y volvió a detenerme y regañarme porque no estaba cumpliendo bien la fila, ahí sí se que yo estuve mal, pero consideraba que era una fila mientras estuviéramos todos uno atrás del otro no exactamente atrás de su bote.Fue sumamente grosero, me amenazó con regresarme y acabar con mi tour sin ningún reembolso, que no era capaz de hacer las cosas y que no entendía; me tuve que cambiar de asiento con mi acompañante, fue sumamente descortés y me hizo sentir muy mal, arruinó por completo toda mi experiencia y me sentí miserable el resto del trayecto.Eramos las únicas mexicanas del tour y fuimos a las que peor nos trató.Después en el snorkel intentó ser amable pero ya era demasiado tarde, dice que es así por temas de seguridad, pero hay manera de hacer las cosas y de comunicarse, pero él manejó muy mal la situación.Es una lástima que después de tanto viaje y entusiasmo por la experiencia se arruine todo por una persona como él. Sentí que pagué por pasar una experiencia horrible. Además de eso, no hay ningún interés por la cultura y nadie sabe nada de la historia de los mayas."
Increíble experiencia,Fuimos con unos amigos 3 adultos y dos nenes de 9 y 10 años y la experiencia es increíble. Desde el comienzo por la limpieza energética maya y la carrera por el puente colgante hasta el recorrido en lanchas y el snorkel en los corales. Sin duda lo super recomiendo los chicos lo pasaron genial.,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Increíble experiencia. Fuimos con unos amigos 3 adultos y dos nenes de 9 y 10 años y la experiencia es increíble. Desde el comienzo por la limpieza energética maya y la carrera por el puente colgante hasta el recorrido en lanchas y el snorkel en los corales. Sin duda lo super recomiendo los chicos lo pasaron genial.
Buena visita con Romel,"Muy buena!! Capitán Romel es el mejor! Manejar la lancha es muy increible, bucear con el snorkel y la comida es muy buena!!",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Buena visita con Romel. Muy buena!! Capitán Romel es el mejor! Manejar la lancha es muy increible, bucear con el snorkel y la comida es muy buena!!."
Increíble,Mi experiencia fue increíble con Charlie. Hermosa vista. Definitivamente vendrá de nuevo. Debe experimentar una vez en la vida. Love México Cancún.,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Increíble. Mi experiencia fue increíble con Charlie. Hermosa vista. Definitivamente vendrá de nuevo. Debe experimentar una vez en la vida. Love México Cancún.
Increíble,"Fernando fue muy divertido y guapo y el tour está increíble, vine con mi pareja y los dos nos divertíamos mucho. Recomendando",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Increíble. Fernando fue muy divertido y guapo y el tour está increíble, vine con mi pareja y los dos nos divertíamos mucho. Recomendando."
sin titulo,"Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero."
Buen paseo!! Recomendable,Muy bien Roberto! Lo importante es que se ve que manejan muy bien todo y te sientes seguro(a) todo excelente!! Si vuelvo!,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Buen paseo!! Recomendable. Muy bien Roberto! Lo importante es que se ve que manejan muy bien todo y te sientes seguro(a) todo excelente!! Si vuelvo!.
Increíble panorama y experiencia,"Excelente y novedoso tour , lo hicimos con Fernando y excelente guía también muy recomendable a mis niñas les encantó en familia una súper experiencia",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Increíble panorama y experiencia. Excelente y novedoso tour , lo hicimos con Fernando y excelente guía también muy recomendable a mis niñas les encantó en familia una súper experiencia."
sin titulo,Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !.
Excelente actividad para todos,"Excelente trabajo, se disfrutó mucho, siempre guiado, se sintió seguro y los capitanes muy atentos y amabkes. Vistas muy bonitas  y divertido para todos.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Excelente actividad para todos. Excelente trabajo, se disfrutó mucho, siempre guiado, se sintió seguro y los capitanes muy atentos y amabkes. Vistas muy bonitas  y divertido para todos."
Excelente,"Estuvimos aquí con mi familia y definitivamente puedo decir que es un lugar increíble, desde el recibimiento, la comida, el ambiente. Nicole hizo de nuestra velada una noche increíble, su atención fue muy buena, esperamos volver !",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Excelente. Estuvimos aquí con mi familia y definitivamente puedo decir que es un lugar increíble, desde el recibimiento, la comida, el ambiente. Nicole hizo de nuestra velada una noche increíble, su atención fue muy buena, esperamos volver !."
Jetskis,"Un paseo muy divertido, va a la velocidad deseada, muy cansador y con posibilidad de caerse, pero lo recomendaría a todas las edades mayores de 12 años, ya que solo aquellos que tienen 18 años o más pueden conducir el Jetski y a mi hermano le costó mucho sujetarse.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Jetskis. Un paseo muy divertido, va a la velocidad deseada, muy cansador y con posibilidad de caerse, pero lo recomendaría a todas las edades mayores de 12 años, ya que solo aquellos que tienen 18 años o más pueden conducir el Jetski y a mi hermano le costó mucho sujetarse."
Dulce comentario,Muy buena atención y excelente atracción recomendada nos tocó un guía muy buena onda Llamado Romel nos ayudó mucho en las instrucciones para tener un buen tour 👌🏻,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,Dulce comentario. Muy buena atención y excelente atracción recomendada nos tocó un guía muy buena onda Llamado Romel nos ayudó mucho en las instrucciones para tener un buen tour 👌🏻.
Emocionante y bonito la vez,"Excelente experiencia, muy bien organizado, la lancha funcionó muy bien.Fernando fue un gran guía durante el recorrido",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Emocionante y bonito la vez. Excelente experiencia, muy bien organizado, la lancha funcionó muy bien.Fernando fue un gran guía durante el recorrido."
Excelente,"Me encanto elServicio de todos los empleados y más de nuestro guía romel, nos auxilió en todo! Excelente!!!!!!!!!!!!!!!",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Excelente. Me encanto elServicio de todos los empleados y más de nuestro guía romel, nos auxilió en todo! Excelente!!!!!!!!!!!!!!!."
Increíble,"Muy buena atención, establecen bien las reglas y están al pendiente de todos. Increíble servicio, por supuesto que volvería a realizar esta actividad",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Increíble. Muy buena atención, establecen bien las reglas y están al pendiente de todos. Increíble servicio, por supuesto que volvería a realizar esta actividad."
Amazing tour,"The service of the captain fox was amazing 🤩 I will definitely do it again         Gracias Al capitán Fox pude realizar mi actividad,mucho apoyo y profesionalismo",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Amazing tour. The service of the captain fox was amazing 🤩 I will definitely do it again         Gracias Al capitán Fox pude realizar mi actividad,mucho apoyo y profesionalismo."
Captain Fox 10/10,"Excellent service with captain fox, it was super fun. Excelente servicio con el capitan fox fue muy divertido sin duda una experiencia que lo volveria a repetir",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Captain Fox 10/10. Excellent service with captain fox, it was super fun. Excelente servicio con el capitan fox fue muy divertido sin duda una experiencia que lo volveria a repetir."
Excelente,"Perfecto muy padre todo, el capitán Fox muy atento y amable en todo momento, gran persona y profesional en su trabajo, ayudó a mi novia todo el tiempo",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Excelente. Perfecto muy padre todo, el capitán Fox muy atento y amable en todo momento, gran persona y profesional en su trabajo, ayudó a mi novia todo el tiempo."
Jet sky,"Me la pasé increíble, el chico bryan tiene mucho talento y muy atento y amable, todo es muy seguro y la experiencia y vistas inigualables",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Jet sky. Me la pasé increíble, el chico bryan tiene mucho talento y muy atento y amable, todo es muy seguro y la experiencia y vistas inigualables."
Buena experiencia,"La experiencia estuvo buenísima, Fernando es un excelente capitán lo recomiendo, explica muy bien en inglés y español",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Buena experiencia. La experiencia estuvo buenísima, Fernando es un excelente capitán lo recomiendo, explica muy bien en inglés y español."
El viaje mas divertido,"Buena experiencia, mi guía fue Cristian viajé con mi familia a este tour por Cancún y fui a varios más pero para mí este fue el mejor cuando íbamos buceando viendo el mar por accidente me raspé con un coral y Christian me rescató, me ayudo y me desinfecto la herida. Mientras los demas buceaban los ultimos 5 minutos el me ayudo con la herida y se puso a platicar conmigo y mis hijas. Sin dudas, no seria la misma experiencia sin estos guias tan serviciales, amables y divertidos. Los personajes mayas en especial Juan o Jesus, no recuerdo cómo se llamaba.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"El viaje mas divertido. Buena experiencia, mi guía fue Cristian viajé con mi familia a este tour por Cancún y fui a varios más pero para mí este fue el mejor cuando íbamos buceando viendo el mar por accidente me raspé con un coral y Christian me rescató, me ayudo y me desinfecto la herida. Mientras los demas buceaban los ultimos 5 minutos el me ayudo con la herida y se puso a platicar conmigo y mis hijas. Sin dudas, no seria la misma experiencia sin estos guias tan serviciales, amables y divertidos. Los personajes mayas en especial Juan o Jesus, no recuerdo cómo se llamaba."
El mejor viaje,"El viaje fue muy divertido y emocionante. La mejor parte fue cuando nos subimos a las lanchas, nuestro guía fue Cristian de Cancún Quintana Roo. Nos guió y cuando buseamos el noto que me daban miedo los peces y me ayudó a nadar, después de que nos diera el tour yo y mi familia nos pusimos a platicar con el. El viaje fue muy divertido y nuestro guía fue muy amable y divertido. Fui a 5 tours por Cancún y sinceramente este fue el mejor.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"El mejor viaje. El viaje fue muy divertido y emocionante. La mejor parte fue cuando nos subimos a las lanchas, nuestro guía fue Cristian de Cancún Quintana Roo. Nos guió y cuando buseamos el noto que me daban miedo los peces y me ayudó a nadar, después de que nos diera el tour yo y mi familia nos pusimos a platicar con el. El viaje fue muy divertido y nuestro guía fue muy amable y divertido. Fui a 5 tours por Cancún y sinceramente este fue el mejor."
Divertido,"Muy buen servicio de capitán Fox y todo el staff del lugar, fue una experiencia muy divertida y satisfactoria, vengaaan 10/10",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Divertido. Muy buen servicio de capitán Fox y todo el staff del lugar, fue una experiencia muy divertida y satisfactoria, vengaaan 10/10."
Muy buena experiencia,"Excelente tour, muy completo y el guía Fox se portó excelente, muy buena atención, gracias, recomendados ampliamante,",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Muy buena experiencia. Excelente tour, muy completo y el guía Fox se portó excelente, muy buena atención, gracias, recomendados ampliamante,."
"Increibleeeeee , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedi","Increibleeeeee capitan Fox  , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedicados con todos nosotros, gracias gracias gracias regresaremos desde las vegas nevada !!!!",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cancun,"Increibleeeeee , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedi. Increibleeeeee capitan Fox  , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedicados con todos nosotros, gracias gracias gracias regresaremos desde las vegas nevada !!!!."
